,Close
932,480.75
933,505.5
934,493.2
935,500.4
936,493.7
937,498.7
938,510
939,522
940,550.9
941,549.8
942,528.85
943,535.65
944,540
945,530.9
946,529.15
947,531.9
948,553.25
949,550.7
950,534.9
951,528
952,511
953,517.85
954,527.95
955,521.9
956,536.1
957,543.5
958,538.2
959,527.6
960,520
961,525.5
962,525.5
963,531.8
964,519.95
965,520.3
966,522.35
967,512.7
968,534.2
969,526.85
970,522.85
971,523.55
972,528.95
973,530.9
974,513.55
975,526.2
976,521.95
977,519.25
978,519.85
979,542.6
980,554.15
981,573.9
982,557.1
983,561.6
984,577.3
985,577.45
986,579.45
987,581.95
988,583.95
989,610.15
990,631.95
991,630.15
992,620.75
993,623.6
994,614.4
995,616.45
996,613.2
997,621.3
998,665.35
999,657.05
1000,664.45
1001,659.35
1002,645.55
1003,647.9
1004,652.1
1005,660.4
1006,654.3
1007,636.95
1008,641.2
1009,644.9
1010,630.75
1011,645.15
1012,646.45
1013,644.6
1014,644.25
1015,670.15
1016,656.45
1017,626.25
1018,622.65
1019,629.65
1020,619.65
1021,655.35
1022,649.45
1023,649.3
1024,648.95
1025,649.8
1026,646.9
1027,647.9
1028,659.85
1029,669.85
1030,677.6
1031,670.45
1032,674
1033,660.9
1034,662.4
1035,671.4
1036,676.5
1037,647.7
1038,640.3
1039,618.9
1040,619.45
1041,624.15
1042,609.7
1043,641.75
1044,639.5
1045,639.7
1046,639.4
1047,636.55
1048,627.45
1049,628.05
1050,614.8
1051,615.45
1052,613.8
1053,608.3
1054,586.2
1055,601.4
1056,601.05
1057,603.45
1058,613.75
1059,608.75
1060,600.9
1061,612.75
1062,619.25
1063,621.35
1064,643.25
1065,662.6
1066,677.7
1067,675.05
1068,676.2
1069,686.65
1070,660.7
1071,656.6
1072,655.3
1073,655.5
1074,638.15
1075,636.65
1076,621.5
1077,619.95
1078,625.2
1079,625.7
1080,620.2
1081,617.8
1082,611.45
1083,600.2
1084,594.7
1085,604.25
1086,619.75
1087,646.75
1088,642.6
1089,644.45
1090,648.3
1091,607.85
1092,582.2
1093,591.95
1094,544.95
1095,505.65
1096,590.45
1097,589.8
1098,558.6
1099,579.9
1100,583.05
1101,566.65
1102,573.8
1103,576.05
1104,568.5
1105,577.6
1106,558.8
1107,562.7
1108,566.4
1109,583.4
1110,611.9
1111,615.55
1112,616.15
1113,617.4
1114,606.5
1115,589.5
1116,588.75
1117,565.45
1118,561.3
1119,564.4
1120,570.65
1121,579.3
1122,567.95
1123,540.6
1124,552.4
1125,543.5
1126,532.45
1127,517.1
1128,528.8
1129,532.2
1130,532.85
1131,539.8
1132,550.85
1133,551.9
1134,559.05
1135,550
1136,559.85
1137,549.3
1138,550.1
1139,550.8
1140,549.85
1141,548.3
1142,568.05
1143,599.5
1144,597.9
1145,590.85
1146,581.4
1147,575.45
1148,576.25
1149,575.95
1150,575.5
1151,572.45
1152,571.1
1153,574.4
1154,570.65
1155,568.65
1156,569.95
1157,564.55
1158,570.65
1159,562.35
1160,554.25
1161,542.2
1162,542.75
1163,545.45
1164,538.5
1165,542.25
1166,547.55
1167,551.05
1168,557.3
1169,558.7
1170,555.6
1171,555.85
1172,560.9
1173,558.35
1174,560.1
1175,568.6
1176,569.15
1177,590.15
1178,589.8
1179,611.2
1180,623.85
1181,636.8
1182,616.85
1183,606.45
1184,618.4
1185,614.6
1186,627.8
1187,629.25
1188,624.55
1189,614.2
1190,607.5
1191,609.5
1192,609.6
1193,611.9
1194,628.8
1195,649.85
1196,648.85
1197,668.1
1198,672.25
1199,682.15
1200,672.05
1201,681
1202,690.15
1203,654.55
1204,629.7
1205,648.4
1206,658.7
1207,653.85
1208,661.85
1209,655.4
1210,641.35
1211,659.85
1212,639.75
1213,640.4
1214,629.85
1215,649.65
1216,668.95
1217,670.25
1218,667.7
1219,679.7
1220,704.9
1221,695.65
1222,690
1223,693.55
1224,689.9
1225,687.1
1226,707.5
1227,715.6
1228,726.45
1229,730.8
1230,751.15
1231,767.75
1232,769.6
1233,800.75
1234,769.3
1235,803.7
1236,769.25
1237,776.25
1238,769.85
1239,754.75
1240,777.15
1241,764.1
1242,779.75
1243,787.25
1244,795.25
1245,794.8
1246,777.2
1247,782.65
1248,779.65
1249,769.15
1250,758.05
1251,761
1252,761.2
1253,758.05
1254,761.2
1255,756.55
1256,769.05
1257,766.6
1258,764.85
1259,747
1260,737.35
1261,726.35
1262,730.45
1263,721.5
1264,722.1
1265,719.7
1266,733.55
1267,751.65
1268,778.65
1269,776.55
1270,762.9
1271,745.25
1272,749.55
1273,754.7
1274,754.05
1275,778.1
1276,775.5
1277,773.35
1278,787.15
1279,817
1280,794.95
1281,816.35
1282,813.3
1283,791.2
1284,784.8
1285,782.7
1286,779.7
1287,772.45
1288,775.8
1289,781.7
1290,776.2
1291,778.5
1292,776.65
1293,770.85
1294,757.55
1295,778.75
1296,782.15
1297,770.25
1298,773.55
1299,786.9
1300,802.45
1301,794.45
1302,801.25
1303,820.05
1304,802
1305,800.8
1306,788.25
1307,783.2
1308,780.15
1309,761.1
1310,752.6
1311,738.65
1312,708.1
1313,691.05
1314,708.85
1315,689.4
1316,734.8
1317,729
1318,716.65
1319,725.4
1320,725.65
1321,714.95
1322,717.6
1323,712.5
1324,701.3
1325,708.4
1326,722.8
1327,702.65
1328,691.5
1329,705.35
1330,717.85
1331,726.5
1332,726.7
1333,730.35
1334,720.25
1335,726.1
1336,752.45
1337,731.2
1338,736.55
1339,747.8
1340,753.75
1341,743.85
1342,743
1343,742.1
1344,735.9
1345,735.1
1346,753.3
1347,766.5
1348,764.8
1349,766.35
1350,761.85
1351,762.15
1352,761.45
1353,757.55
1354,754.8
1355,757.15
1356,771.05
1357,765
1358,760
1359,763.6
1360,769.1
1361,764.7
1362,763.9
1363,769.7
1364,781.7
1365,807.45
1366,826.6
1367,838.9
1368,842.25
1369,831.5
1370,822
1371,817.7
1372,844.2
1373,859.85
1374,850.1
1375,845.6
1376,872.6
1377,860.1
1378,849.85
1379,852
1380,864.4
1381,851.9
1382,890.85
1383,870.25
1384,880.6
1385,901.8
1386,930.65
1387,901.8
1388,910.35
1389,927.3
1390,899.4
1391,887.9
1392,878.2
1393,890.9
1394,891
1395,900.45
1396,880.05
1397,892.6
1398,894.85
1399,905.05
1400,907.4
1401,907.6
1402,925.8
1403,925.25
1404,929.75
1405,927.45
1406,918.2
1407,906
1408,893.35
1409,897.9
1410,909.15
1411,950.95
1412,937.45
1413,939.3
1414,939.75
1415,927.6
1416,927.6
1417,913.5
1418,909.25
1419,899.75
1420,885.4
1421,893.05
1422,871.7
1423,898.25
1424,903.8
1425,918.5
1426,903.5
1427,903.65
1428,901.8
1429,937.3
1430,917.7
1431,932.6
1432,961.45
1433,987.15
1434,1001.1
1435,1064.8
1436,1052.3
1437,1029.85
1438,990.35
1439,966.75
1440,955.85
1441,988.95
1442,1001.75
1443,1037.85
1444,1019.75
1445,1039.4
1446,1018.45
1447,1023.55
1448,1030.4
1449,1000.9
1450,994.55
1451,983.8
1452,991.9
1453,981.6
1454,985.85
1455,979.4
1456,983.25
1457,973.9
1458,950.85
1459,923.7
1460,912.9
1461,910.6
1462,926.8
1463,944.35
1464,938.95
1465,967.9
1466,969.65
1467,1000.3
1468,1004.45
1469,1040.75
1470,1048.9
1471,1027.05
1472,1049.85
1473,1077.5
1474,1067.9
1475,1046.1
1476,1042.95
1477,1069.85
1478,1048.15
1479,1052.9
1480,1085.85
1481,1116.25
1482,1118.6
1483,1138.9
1484,1138.1
1485,1127.95
1486,1143.65
1487,1145.2
1488,1112.85
1489,1126.15
1490,1120.8
1491,1102.8
1492,1111
1493,1127.9
1494,1171.35
1495,1191.6
1496,1195.4
1497,1232.15
1498,1241.3
1499,1241.5
1500,1268.5
1501,1290.35
1502,1203.3
1503,1174.5
1504,1169.05
1505,1188.9
1506,1218.5
1507,1207
1508,1191.3
1509,1230
1510,1241.3
1511,1240.75
1512,1267.5
1513,1274.55
1514,1224.95
1515,1199.95
1516,1180.75
1517,1171.85
1518,1157.8
1519,1148.05
1520,1181.55
1521,1250.5
1522,1211.5
1523,1237.4
1524,1280.75
1525,1302.45
1526,1318.15
1527,1339.7
1528,1387.8
1529,1358.7
1530,1303.9
1531,1337.6
1532,1343.75
1533,1341.55
1534,1363.55
1535,1363
1536,1370.6
1537,1338
1538,1340.35
1539,1300.15
1540,1318.25
1541,1332.15
1542,1377.1
1543,1377.9
1544,1364.9
1545,1384.95
1546,1365.65
1547,1354.8
1548,1355.25
1549,1316.95
1550,1335.5
1551,1342.1
1552,1296.5
1553,1278.8
1554,1326.95
1555,1305.1
1556,1320.65
1557,1349.45
1558,1338.05
1559,1338.7
1560,1310.15
1561,1318.65
1562,1318.85
1563,1314.25
1564,1315.35
1565,1339
1566,1337.45
1567,1358.4
1568,1336.8
1569,1340
1570,1348.1
1571,1351.7
1572,1335.8
1573,1329.55
1574,1286.35
1575,1258
1576,1273.6
1577,1282.15
1578,1299.05
1579,1275.45
1580,1272.65
1581,1261.55
1582,1254.55
1583,1296.45
1584,1296.45
1585,1299.65
1586,1311.75
1587,1308
1588,1298.25
1589,1293.3
1590,1287.15
1591,1340.95
1592,1355
1593,1362.8
1594,1390.7
1595,1380.75
1596,1353.55
1597,1343.35
1598,1354.35
1599,1292.3
1600,1255.3
1601,1210.35
1602,1246.55
1603,1174.65
1604,1153.3
1605,1176
1606,1203.4
1607,1179.1
1608,1123.55
1609,1105.15
1610,1178.5
1611,1199
1612,1163.45
1613,1160.85
1614,1109.65
1615,1207.75
1616,1117.3
1617,1016.7
1618,998.05
1619,1059.75
1620,1044.45
1621,1053.15
1622,1013.95
1623,1020.3
1624,1123.7
1625,1105.45
1626,1103
1627,1043.2
1628,1089.05
1629,1051.85
1630,1087.45
1631,1139.8
1632,1131.55
1633,1160.55
1634,1214.95
1635,1221.1
1636,1166.5
1637,1198.85
1638,1199.6
1639,1204.15
1640,1164.85
1641,1143.2
1642,1081.3
1643,1064.15
1644,1063.25
1645,1080.25
1646,1071.35
1647,1077.4
1648,1097.15
1649,1135.15
1650,1191.3
1651,1185.25
1652,1177.4
1653,1194.15
1654,1191.6
1655,1225.35
1656,1242.1
1657,1235.3
1658,1246.05
1659,1240.15
1660,1274.05
1661,1267.45
1662,1301.65
1663,1285.7
1664,1294.5
1665,1306.05
1666,1291.3
1667,1324.35
1668,1278.4
1669,1277.6
1670,1278.15
1671,1262.5
1672,1290.7
1673,1300.7
1674,1310.15
1675,1320
1676,1319.65
1677,1324.55
1678,1316.4
1679,1355.2
1680,1339
1681,1335.7
1682,1329.8
1683,1353
1684,1335.3
1685,1333.05
1686,1376.9
1687,1348.1
1688,1373.9
1689,1405.85
1690,1408.8
1691,1397.1
1692,1418.5
1693,1447.65
1694,1498.4
1695,1533.15
1696,1480.3
1697,1434.9
1698,1448.1
1699,1432.3
1700,1393.2
1701,1419.8
1702,1439.8
1703,1501.15
1704,1527
1705,1547.15
1706,1511.9
1707,1479.9
1708,1456.35
1709,1450.75
1710,1446.85
1711,1430.7
1712,1449.05
1713,1478.65
1714,1453.15
1715,1463.9
1716,1425.75
1717,1444.5
1718,1479
1719,1526.15
1720,1561.3
1721,1521.55
1722,1506.45
1723,1498.25
1724,1551.1
1725,1545.7
1726,1525.8
1727,1555.9
1728,1605.25
1729,1659.6
1730,1644.5
1731,1638.45
1732,1652.95
1733,1649.4
1734,1649.65
1735,1626.75
1736,1631.25
1737,1646.95
1738,1640.95
1739,1621.8
1740,1606
1741,1589.4
1742,1565.95
1743,1551.4
1744,1545.15
1745,1498.3
1746,1500
1747,1530.1
1748,1553.65
1749,1556.3
1750,1553.15
1751,1571.55
1752,1581.95
1753,1579.05
1754,1600.35
1755,1626.15
1756,1631.45
1757,1626.9
1758,1619.55
1759,1608
1760,1578.7
1761,1618.15
1762,1595.05
1763,1562.4
1764,1528.25
1765,1522.55
1766,1578.7
1767,1596.5
1768,1559.6
1769,1546.5
1770,1599.5
1771,1600.15
1772,1611.85
1773,1602.55
1774,1641.1
1775,1686.75
1776,1669.55
1777,1673.85
1778,1674.95
1779,1743.65
1780,1820.35
1781,1797.1
1782,1803.05
1783,1806.95
1784,1816.75
1785,1758.95
1786,1723.55
1787,1683.05
1788,1692.5
1789,1695.85
1790,1653
1791,1672.8
1792,1662.05
1793,1603.9
1794,1606.35
1795,1605.95
1796,1507.25
1797,1511.35
1798,1533.85
1799,1497.2
1800,1492
1801,1532.55
1802,1546.8
1803,1563.65
1804,1582.5
1805,1605.3
1806,1556
1807,1512.85
1808,1504.15
1809,1534.1
1810,1567.25
1811,1545.5
1812,1574
1813,1593.9
1814,1574.05
1815,1518.4
1816,1537.85
1817,1519.8
1818,1434.75
1819,1426.65
1820,1496.9
1821,1527.1
1822,1557.2
1823,1606.95
1824,1581.85
1825,1539.25
1826,1563.05
1827,1575.95
1828,1581.65
1829,1593.05
1830,1561.9
1831,1650.55
1832,1667.55
1833,1711.2
1834,1755.6
1835,1737.7
1836,1686.5
1837,1666.35
1838,1679.45
1839,1633.4
1840,1628.95
1841,1604.1
1842,1591.75
1843,1683.45
1844,1654.65
1845,1675.9
1846,1671.7
1847,1698.1
1848,1710.95
1849,1702.4
1850,1718.15
1851,1792.8
1852,1804.45
1853,1757.35
1854,1816.65
1855,1845.85
1856,1812.8
1857,1827.3
1858,1882.6
1859,1863.4
1860,1894.55
1861,1897.65
1862,1833.1
1863,1819.7
1864,1749.6
1865,1758.45
1866,1779.45
1867,1751.25
1868,1824.55
1869,1785.7
1870,1766.2
1871,1771.15
1872,1814.55
1873,1851.95
1874,1880.9
1875,1900.3
1876,1887.45
1877,1865
1878,1959.95
