Close
1457.35
1465.25
1435.05
1355.85
1247.55
1205.9
1114.25
1203.4
1297.05
1280.7
1270.05
1220.15
1203.85
1208.8
1201.1
1212.0
1194.3
1190.3
1183.75
1173.1
1219.5
1270.85
1243.4
1216.15
1220.8
1205.65
1218.15
1197.6
1165.65
1152.45
1151.8
1164.75
1257.85
1201.15
1166.7
1126.75
1143.35
1149.55
1134.75
1195.45
1149.5
1057.55
972.95
895.15
929.65
924.7
927.4
901.4
973.55
1051.45
1135.6
1150.4
1063.25
1135.15
1167.9
1165.15
1118.15
1064.4
1027.6
1048.4
1050.8
1133.35
1201.1
1161.45
1169.3
1148.35
1239.45
1301.55
1298.7
1238.0
1212.9
1133.15
1146.1
1097.6
1034.7
954.45
953.95
1006.95
968.35
890.9
784.0
776.05
841.2
819.55
826.75
820.05
824.35
792.3
775.6
789.6
796.95
790.1
770.75
805.65
769.0
682.05
697.2
680.5
697.35
705.55
721.25
773.0
777.0
791.5
765.0
735.95
742.4
748.9
773.55
775.6
796.1
792.2
790.85
851.75
881.65
936.2
858.25
873.5
864.55
858.9
855.5
855.95
867.1
864.55
876.5
967.3
914.2
930.45
933.05
937.8
908.05
835.4
834.3
803.2
796.8
753.7
735.5
739.95
714.15
684.55
707.75
713.2
719.9
707.1
726.15
733.7
737.7
743.5
721.2
719.3
724.15
733.05
733.85
730.6
727.15
779.8
770.4
770.8
790.35
792.7
790.75
816.25
840.5
829.45
829.9
810.95
811.55
827.45
824.65
819.7
807.85
795.25
787.95
763.45
758.95
750.7
718.55
708.85
691.15
684.15
678.95
652.85
691.7
685.05
681.35
681.6
688.55
707.55
757.75
786.85
817.25
832.65
828.25
779.65
787.5
782.25
790.6
806.7
795.9
796.05
806.3
802.6
811.6
866.1
898.15
901.95
870.35
886.2
875.05
893.4
927.65
915.3
927.2
990.4
992.75
986.6
961.05
1003.3
1011.55
989.55
975.4
967.45
972.55
977.55
987.6
996.55
1021.85
1063.7
1035.1
988.9
1026.05
1015.85
1019.8
1016.65
1012.9
1012.05
1014.0
1076.35
1093.5
1088.7
1045.7
1028.45
1001.1
975.05
989.25
960.95
935.15
911.4
993.0
1043.95
1026.7
1040.95
1066.55
1052.65
1074.8
1104.6
1097.65
1077.85
1088.1
1071.85
1085.0
1079.2
1074.35
1076.65
1079.6
1093.35
1099.05
1096.6
1082.9
1063.35
1093.1
1124.85
1120.85
1155.05
1164.75
1174.4
1172.55
1169.65
1175.15
1190.9
1201.5
1192.9
1190.55
1177.85
1162.95
1156.55
1126.6
1105.0
1059.35
1025.1
1021.3
1006.8
1064.2
1050.8
1015.5
1019.8
1025.85
998.85
962.7
928.45
973.15
1001.8
965.8
944.6
963.1
989.8
994.85
994.25
986.3
999.7
1041.0
1022.1
998.1
969.9
1008.15
1005.5
1014.35
989.95
993.45
916.45
912.25
920.8
974.5
1010.3
1018.35
1109.6
1099.3
1170.3
1123.6
1093.7
1114.45
1148.4
1123.1
1081.55
1108.55
1094.5
